anotador,anillador,codigo,talla_anillo,numero_anillo,nombre_especie,codigo_especie,edad,edad_por,edad_por,sexo, sexo_por, sexo_por,codigo_ciclo,protuberancia_cloacal,parche_Incubacion,grasa,muda_cuerpo,muda_vuelo,desgaste_vuelo,plumaje_juvenil,limite_muda,limite_muda,osificacion,ala,cola,tarso,l_pico,a_pico,n_pico,peso,estado,dia,mes,anho,hora_captura,estacion,red,notas,Fotos,limite,limite_2,muda_vuelo,cmen,cmed1,cmed2,cmed3,cmed4,cmed5,cmed6,cmed7,cmed8,cmed9,cmed10,cmay1,cmay2,cmay3,cmay4,cmay5,cmay6,cmay7,cmay8,cmay9,cmay10,cc,a1,a2,a3,cprim1,cprim2,cprim3,cprim4,cprim5,cprim6,cprim7,cprim8,cprim9,cprim10,sec9,sec8,sec7,sec6,sec5,sec4,sec3,sec2,sec1,prim1,prim2,prim3,prim4,prim5,prim6,prim7,prim8,prim9,prim10,rec_izq6,rec_izq5,rec_izq4,rec_izq3,rec_izq2,rec_izq1,rec_der1,rec_der2,rec_der3,rec_der4,rec_der5,rec_der6,notas_muda
RPP,RPP,N,B,13328,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,L,I,N,L,P,V,A,2,64,,,,,,13.4,N,20,6,2019,722,TR04,5,FOTOS 8835,SI,V,A,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13329,Myiothlypis fraseri,MYIFRA,P,M,H,D,D,,FCF,N,N,M,N,N,L,P,V,A,3,59,,,,,,12.4,N,20,6,2019,747,TR04,6,,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13330,Myiothlypis fraseri,MYIFRA,P,M,H,D,D,,FCF,N,N,L,N,N,B,P,V,A,2,63,,,,,,12.5,N,20,6,2019,750,TR04,8,,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13331,Myiothlypis fraseri,MYIFRA,P,N,,D,D,,FCF,N,N,L,N,N,L,P,V,A,2,59,,,,,,12.1,N,20,6,2019,747,TR04,6,EDAD POR ALINEAMIENTO DE LINEAS DE CRECIMIENTO FOTOS PARA TESIS,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13332,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,N,L,N,L,P,V,A,4,62,57,22.9,9.7,4,5.7,13.2,N,20,6,2019,805,TR04,10,MCP:24 MCN:23 MCB:3,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13333,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,N,N,N,L,P,V,A,4,65,57,23.8,8.7,3.9,5.5,12.8,N,20,6,2019,806,TR04,10,MCP:24 MCN:25 MCB:6,SI,V,A,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13334,Myiothlypis fraseri,MYIFRA,A,K,S,D,D,,DCB,N,N,N,L,N,I,P,N,,6,62,56,20.7,8.8,3.9,5.4,11.4,N,20,6,2019,807,TR04,10,MCP:25 MCN:19 MCB:5,,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGR,DGO,N,B,13335,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,N,N,N,M,P,V,,4,61,51,22.1,8.2,4.1,5.4,13.2,N,20,6,2019,1025,TR04,7,MCP:24 MCN:19 MCB:6.9,SI,V,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,,,,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGR,DGO,N,B,13336,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,M,N,N,L,P,V,,1,59,56,22.4,8.5,4,5.2,12.5,N,20,6,2019,1033,TR04,4,MCP:24 MCN:3 MCB:7,SI,V,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,,,,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGR,RPP,N,B,13337,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,L,N,N,L,P,G,A,2,58,53,22.8,9.1,3.8,5.6,11.2,N,20,6,2019,1023,TR04,7,MCP:24 MCB:6,SI,G,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13338,Myiothlypis fraseri,MYIFRA,P,M,N,D,D,,FCF,N,N,L,I,N,L,P,G,,3,61,56,22.2,8.8,3.9,5.7,13.4,N,21,6,2019,710,TR05,10,MCP:25 MCN:21 MCB:6 / OJO MARRON CLARO / FOTOS PARA TESIS,SI,G,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13339,Myiothlypis fraseri,MYIFRA,P,M,H,D,D,,FCF,N,N,L,I,N,M,P,V,C,3,60,55,22.2,8.9,4,5.7,13.2,N,22,6,2019,804,TR06,5,MCP:25 MCN:14 MCB:5,SI,V,C,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN,RPP,N,B,13340,Myiothlypis fraseri,MYIFRA,P,M,H,D,D,,FCF,N,N,L,N,N,I,P,V,A,1,60,54,22.6,8.9,4.2,5.3,12.4,N,22,6,2019,854,TR06,3,MCN:28 MCP:25 MCB:7 / FOTOS PARA TESIS ,SI,V,A,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN ,RPP,N,B,13341,Myiothlypis fraseri,MYIFRA,P,F,,D,D,,FCF,N,N,L,N,N,L,P,G,A,3,62,57,25,8.2,4.2,5.5,13.8,N,22,6,2019,853,TR06 ,3,MCP:25 MCN: 23 MCB:5,SI,G,A,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN ,RPP,N,B,13343,Myiothlypis fraseri,MYIFRA,P,H,,D,D,,FCF,N,N,L,N,N,M ,P,N,,2,62,56,23.5,8.8,3.8,5.5,,N,22,6,2019,1238,TR06 ,10,EDAD POR MARCAS DE CRECIMIENTO // MCP: 26 MCN:16 MCB:4,SI,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGR ,RPP,N,B,13344,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,L,I,N,I,P,V,A,4,60,55,23.3,8.4,4.2,5.4,13.1,N,23,6,2019,810,TR07 ,9,MCP: 24 MCN:34 MCB:5,SI,V,A,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN ,RPP,N,B,13345,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,L,N,N,I,P,V,A,2,64,56,23.5,9.2,4.1,5.8,13.2,N,24,6,2019,740,TR09 ,9,MCP:26 MCN:13 MCB:6,SI,V,A,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN ,RPP,N,B,13346,Myiothlypis fraseri,MYIFRA,P,H,M,D,D,,FCF,N,N,L,L,N,I,M,V,C,5,58,55,22.2,9.5,4.6,5.8,12.9,N,24,6,2019,745,TR09 ,9,EDAD POR MARCAS DE CRECIMIENTO // MCP:23 MCN:27 MCB:4,SI,V,C,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN ,RPP,N,B,13347,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,L,I,N,I,N,N,,6,62,59,21.9,8.9,4.1,5.6,13.5,N,24,6,2019,916,TR09 ,5,MCP:24 MCN:25 MCB:4,SI,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN ,RPP,N,B,13348,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,N,I,N,I,N,N,,6,61,55,21.8,8.2,3.9,5.7,12.3,N,24,6,2019,916,TR09 ,9,MCP:24 MCN:24 MCB:5,SI,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN ,RPP,N,B,13350,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,L,N,N,I,N,N,,6,61,54,23.3,8.4,3.7,5.9,13.4,N,24,6,2019,924,TR09 ,9,MCP:22 MCN:28 MCB:6,SI,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN ,RPP,N,B,13351,Myiothlypis fraseri,MYIFRA,P,J,F,D,D,,FCF,N,N ,I,N,N,N,P,V,A,4,64,60,23,8,4,5.8,13,N,24,6,2019,1015,TR09 ,3,MCP:26 MCN:21 MCB:4,SI,V,A,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN ,RPP,N,B,13352,Myiothlypis fraseri,MYIFRA,A,K,S,D,D,,DCB,N,N,N,I,N,I,N,N,,6,61,56,21.7,9.2,4,5.6,,N,24,6,2019,1022,TR09 ,6,MCP:23 MCN:21 MCB:6,SI,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN ,RPP,N,B,13353,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,N,I,N,L,P,G,A,3,64,58,23,8.7,4,5.8,13.6,N,24,6,2019,1025,TR09 ,6,MCP:26 MCN:4 MCB:6 FOTOS PARA LA TESIS,SI,G,A,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN ,RPP,N,B,13354,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,N,L,N,I,P,G,,1,60,55,22.8,8.2,3.8,5.3,12.6,N,24,6,2019,1040,TR09 ,8,MCP:23 MCN:3 MCB:4 FOTOS PARA LA TESIS,SI,G,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN ,RPP,N,B,13355,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,L,N,N,I,P,V,A,3,62,59,23.2,8.9,4.1,5.8,14.2,N,24,6,2019,1127,TR09 ,7,MCP:24 MCN:19 MCB:4,SI,V,A,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN ,RPP,N,B,13356,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,L,N,N,I,P,G,C,3,62,55,22,8.7,3.8,5.3,12.5,N,25,6,2019,1213,TR08,5,MCP:27 MCN:17 MCB:7 / CORONA NEGRA PUNTAS GRIS,SI,G,C,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN ,RPP,N,B,13357,Myiothlypis fraseri,MYIFRA,P,J,M,D,D,,FCF,N,N,L,L,N,L,B,V,C,2,62,55,22.1,9.3,3.9,5.1,12.7,N,25,6,2019,1226,TR08,1,MCP:25 MCN:24 MCB:6 / CORONA NEGRA CON PUNTAS MARRONES LORES AMARILLOS,SI,V,C,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN ,RPP,N,B,13358,Myiothlypis fraseri,MYIFRA,P,J,L,D,D,,FCF,N,N,L,L,N,I,B,V,A,1,60,54,22.7,9.1,4.1,5.4,13.8,N,27,6,2019,742,TR11,7,MCP:24 MCN:14 MCB:5 / CORONA NEGRA PUNTAS GRISES,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN ,RPP,N,B,13359,Myiothlypis fraseri,MYIFRA,P,J,L,D,D,,FCF,N,N,L,N,N,I,B,V,A,1,57,54,21.8,8.7,4,5.6,11.9,N,27,6,2019,744,TR11,7,MCP:26 MCN:16 MCB:6,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN ,RPP,N,B,13360,Myiothlypis fraseri,MYIFRA,P,F,H,D,D,,FCF,N,N,L,L,N,L,P,G,A,3,60,55,22.1,8.4,4.2,5.5,12,N,27,6,2019,748,TR11,5,MCP:24 MCN:23 MCB:6 /HM 174,SI,G,A,,,,,,,,,,,,,5,5,5,5,5,5,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,
RPP,RPP,N,B,13361,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,I,I,N,I,P,V,A,3,61,54,22.2,8.4,3.8,5.6,12.3,N,27,6,2019,750,TR11,3,MCP:25 MCN:21 MCB:5  FOTOS PARA TESIS,SI,V,A,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13362,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,L,L,N,N,N,N,,6,61,55,22.4,8.6,4.2,5.8,12,N,27,6,2019,755,TR11,1,MCP:23 MCN:21 MCB:7 / ALGUNAS PUNTAS GRISES EN LA CORONA,SI,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13363,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,N,L,N,I,N,N,,6,61,55,22,8.7,4,6,13.1,N,27,6,2019,901,TR11,1,MCP:25 MCN:23 MCB:7,SI,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13364,Myiothlypis fraseri,MYIFRA,P,J,H,D,D,,FCF,N,N,N,N,N,N,B,V,A,2,61,55,22.7,8.1,4,5.5,12.8,N,27,6,2019,919,TR11,8,MCP:25 MCN:0 MCB:4,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13365,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,I,N,N,L,N,N,,6,64,58,22.8,8.4,4.2,5.4,13.2,N,27,6,2019,908,TR11,3,MCP:23 MCN:28 MCB:5,SI,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN,RPP,N,B,13366,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,N,I,N,I,P,G,A,3,68,51,22.3,8.4,4.1,5.3,12.1,N,27,6,2019,850,TR11,2,MCP:25 MCN:20 MCB:6 / HM175 / 9482 FOTOS,SI,G,A,,,,,,,,,,,,,5,5,5,5,5,5,5,5,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,
RPP,RPP,N,B,13367,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,L,N,N,L,N,N,,6,68,62,23.9,9,4,5.8,14.2,N,27,6,2019,948,TR11,10,MCP:25 MCN:32 MCB:6,SI,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13368,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,N,N,N,I,N,G,C,3,55,54,21.2,8.9,4,5.5,11.2,N,27,6,2019,1047,TR11,2,MCP:23 MCN:19 MCB:5 / PUNTAS DE CORONA GRIS CON NEGRO,SI,G,C,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13369,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,I,I,N,L,N,N,,6,61,57,21.3,8.8,4,5.8,12.3,N,27,6,2019,1052,TR11,1,MCP:24 MCN:21 MCB:4,SI,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN,RPP,N,B,13371,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,N,N,N,I,P,V,A,4,73,59,22.2,8.3,4.1,5.4,13.6,N,28,6,2019,721,TR10,6,MCP:26 MCN:18 MCB:4,SI,V,A,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,,,,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN,RPP,N,B,13372,Myiothlypis fraseri,MYIFRA,P,L,J,D,D,,FCF,N,N,M,N,N,L,B,V,C,1,60,54,22.2,8.1,4.2,5.8,12.8,N,28,6,2019,728,TR10,7,MCP:24 MCN:8 MCB:6,SI,V,C,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN,RPP,N,B,13373,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,L,I,N,M,P,V,A,2,62,56,23.7,8.9,3.9,5.1,12.8,N,28,6,2019,729,TR10,3,MCP:25 MCN:16 MCB:5 PUNTAS GRISES,SI,V,A,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,KAN,N,B,13374,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,N,I,N,L,P,G,,3,58,57,21.7,7.9,4,5.1,11.1,N,28,6,2019,808,TR10,6,MCP:24 MCN:17 MCB:4 / CM1-7(5) 8-9(0),SI,G,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13375,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,I,I,N,I,P,V,A,3,58,54,23.4,9,4.1,5.8,12,N,28,6,2019,947,TR10,5,MCP:25 MCN:14 MCB:6,SI,V,A,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN,RPP,N,B,13376,Myiothlypis fraseri,MYIFRA,P,J,M,D,D,,FCF,N,N,L,I,N,I,B,V,C,1,59,55,22.7,8.5,4.1,5.9,13.7,N,28,6,2019,945,TR10,5,MCP:24 MCN:4 MCB:5,SI,V,C,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13377,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,I,I,N,N,N,N,,6,62,56,21.7,8.1,3.9,5.4,11.8,N,28,6,2019,958,TR10,3,MCP:24 MCN:29 MCB:7,SI,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13378,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,I,N,N,L,P,V,C,3,61,55,23.4,8.4,4,5,13.6,N,28,6,2019,1050,TR10,10,MCP:25 MCN:22 MCB:6,SI,V,C,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN,RPP,N,B,13380,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,L,I,N,I,N,N,,6,60,55,21.7,8.7,4.1,5.7,11.8,N,28,6,2019,1050,TR10,3,MCP:22 MCN:21 MCB:4,SI,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN,RPP,N,B,13381,Myiothlypis fraseri,MYIFRA,P,L,M,D,D,,FCF,N,N,L,I,N,L,B,V,A,1,60,54,22.3,8.7,4.2,5.7,13.2,N,28,6,2019,1143,TR10,2,MCP:24 MCN:3 MCB:4,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN,RPP,N,B,13382,Myiothlypis fraseri,MYIFRA,P,J,M,D,D,,FCF,N,N,L,I,N,L,B,V,C,3,61,58,22.7,9.1,3.8,5.4,13.6,N,28,6,2019,1140,TR10,7,MCP:25 MCN:12 MCB:7 PUNTAS GRISES,SI,V,C,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN,RPP,N,B,13383,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,L,N,N,I,P,V,C,3,63,57,21.9,9.5,4,5.7,11.6,N,28,6,2019,1137,TR10,6,MCP:23 MCN:20 MCB:3,SI,V,C,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN,RPP,N,B,13384,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,I,N,N,L,B,G,,2,58,52,22.5,8.5,4.2,5.5,12.3,N,28,6,2019,1151,TR10,7,MCP:25 MCN:NA MCB:6 / HM 180 SIN CORONA NEGRA / FOTOS PARA TESIS,SI,G,,,,,,,,,,,,,,5,5,5,5,5,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,
KAN,RPP,N,B,13385,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,I,N,N,I,N,N,,6,67,61,22.5,9,4.1,5.7,13.2,N,28,6,2019,1150,TR10,9,MCP:26 MCN:31 MCB:7,SI,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,LHO,U,,99997,Myiothlypis fraseri,MYIFRA,D,D,,D,D,,UCU,,,,,,,,,,,,,,,,,,N,18,5,2019,,TR02,,SE ESCAPO EN RED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGO ,SCT ,U,,99998,Myiothlypis fraseri,MYIFRA,D,D,,D,D,,UCU,,,,,,,,,,,,,,,,,,N,2,6,2019,1018,TR01,8,POSIBLE FCF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCT,SCT ,U,,,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,N,N,N,N,P,V,A,4,62,58,23,8.6,4.1,6.2,12.5,N,5,6,2019,721,TR03,2,FOTOS DE FICHA 008808 NO FUE ANILLADO (100-6787 - 6797),SI,V,A,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,U,,,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,,,N,N,N,I,P,V,A,D,63,57,22.7,8.9,4.2,5.4,,M,18,6,2019,930,TR02,,,NO,V,A,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,R,B,12664,Myiothlypis fraseri,MYIFRA,A,K,S,D,D,,DCB,N,N,N,I,N,N,N,N,,6,,,,,,,,N,26,5,2019,927,TR09 ,7,SE ESCAPO DEL ANILLADOR,,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
